ant -f "C:\\Users\\Brendan Burns\\Documents\\GitHub\\MachineLearnGroup\\Clustering" -Dnb.internal.action.name=run run
init:
Deleting: C:\Users\Brendan Burns\Documents\GitHub\MachineLearnGroup\Clustering\build\built-jar.properties
deps-jar:
Updating property file: C:\Users\Brendan Burns\Documents\GitHub\MachineLearnGroup\Clustering\build\built-jar.properties
compile:
run:
Relation: data_banknote_authentication
File: banknote
Number examples: 1372
Number of attributes: 4 (Oops, it looked like 5 on UCI but they count the class)
Alg: DB_Scan
Length of dataFile 4
3.0 46.0 3.0 1.0 1.0 
5.0 65.0 1.0 2.0 0.0 
4.0 76.0 1.0 2.0 0.0 
4.0 56.0 2.0 1.0 0.0 
4.0 72.0 3.0 1.0 0.0 
4.0 64.0 1.0 3.0 0.0 
4.0 59.0 1.0 3.0 1.0 
4.0 60.0 3.0 1.0 0.0 
4.0 51.0 0.0 2.0 0.0 
4.0 45.0 3.0 1.0 1.0 
5.0 63.0 0.0 2.0 0.0 
4.0 43.0 0.0 1.0 1.0 
6.0 60.0 0.0 0.0 0.0 
5.0 80.0 1.0 2.0 0.0 
4.0 32.0 2.0 1.0 0.0 
4.0 50.0 1.0 0.0 0.0 
5.0 60.0 1.0 3.0 0.0 
5.0 56.0 1.0 4.0 0.0 
4.0 66.0 2.0 1.0 0.0 
5.0 70.0 1.0 0.0 0.0 
5.0 46.0 1.0 2.0 0.0 
4.0 43.0 1.0 3.0 0.0 
4.0 53.0 0.0 3.0 0.0 
4.0 80.0 1.0 2.0 0.0 
4.0 36.0 3.0 3.0 0.0 
4.0 56.0 2.0 1.0 0.0 
4.0 52.0 1.0 2.0 0.0 
4.0 57.0 2.0 1.0 0.0 
4.0 42.0 0.0 1.0 1.0 
4.0 42.0 2.0 1.0 1.0 
5.0 66.0 1.0 2.0 0.0 
5.0 62.0 0.0 0.0 1.0 
5.0 74.0 0.0 4.0 0.0 
4.0 72.0 3.0 1.0 0.0 
5.0 65.0 1.0 0.0 0.0 
4.0 28.0 3.0 1.0 0.0 
4.0 30.0 2.0 1.0 0.0 
4.0 67.0 1.0 0.0 0.0 
5.0 49.0 1.0 0.0 0.0 
5.0 54.0 1.0 0.0 0.0 
5.0 40.0 2.0 2.0 0.0 
5.0 58.0 1.0 2.0 0.0 
4.0 64.0 1.0 2.0 0.0 
4.0 35.0 2.0 1.0 0.0 
4.0 31.0 2.0 1.0 0.0 
4.0 77.0 1.0 2.0 0.0 
5.0 76.0 1.0 2.0 0.0 
5.0 64.0 1.0 0.0 0.0 
4.0 56.0 2.0 1.0 0.0 
4.0 68.0 2.0 1.0 0.0 
4.0 69.0 2.0 1.0 0.0 
3.0 43.0 3.0 1.0 0.0 
4.0 47.0 0.0 1.0 0.0 
5.0 65.0 1.0 0.0 0.0 
4.0 51.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
4.0 24.0 3.0 1.0 1.0 
4.0 53.0 0.0 2.0 0.0 
4.0 58.0 2.0 1.0 0.0 
4.0 56.0 2.0 1.0 0.0 
4.0 39.0 2.0 1.0 0.0 
4.0 57.0 2.0 1.0 0.0 
5.0 80.0 1.0 3.0 0.0 
5.0 55.0 1.0 0.0 0.0 
5.0 58.0 2.0 0.0 0.0 
4.0 37.0 2.0 1.0 0.0 
4.0 45.0 2.0 1.0 0.0 
4.0 64.0 3.0 2.0 0.0 
4.0 45.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
5.0 76.0 1.0 2.0 0.0 
4.0 35.0 2.0 1.0 0.0 
5.0 44.0 1.0 0.0 0.0 
4.0 62.0 2.0 1.0 0.0 
5.0 71.0 1.0 2.0 0.0 
4.0 73.0 1.0 3.0 0.0 
4.0 38.0 2.0 1.0 0.0 
4.0 36.0 3.0 1.0 0.0 
5.0 62.0 1.0 2.0 0.0 
5.0 74.0 1.0 2.0 0.0 
5.0 65.0 1.0 3.0 0.0 
5.0 67.0 1.0 2.0 0.0 
5.0 57.0 1.0 0.0 0.0 
4.0 56.0 3.0 4.0 0.0 
5.0 75.0 1.0 3.0 0.0 
4.0 64.0 0.0 3.0 0.0 
5.0 72.0 1.0 2.0 0.0 
4.0 54.0 0.0 1.0 0.0 
5.0 49.0 1.0 2.0 0.0 
5.0 74.0 2.0 1.0 1.0 
5.0 54.0 1.0 2.0 0.0 
5.0 52.0 1.0 2.0 0.0 
5.0 60.0 1.0 2.0 0.0 
4.0 56.0 3.0 1.0 0.0 
5.0 60.0 1.0 3.0 0.0 
4.0 69.0 2.0 0.0 0.0 
5.0 76.0 1.0 2.0 0.0 
4.0 69.0 1.0 2.0 0.0 
5.0 69.0 0.0 2.0 0.0 
5.0 49.0 2.0 1.0 0.0 
4.0 64.0 2.0 1.0 0.0 
4.0 53.0 2.0 1.0 0.0 
4.0 57.0 1.0 2.0 0.0 
5.0 71.0 1.0 3.0 0.0 
5.0 33.0 3.0 2.0 0.0 
5.0 67.0 1.0 4.0 0.0 
5.0 55.0 1.0 2.0 0.0 
4.0 63.0 1.0 2.0 0.0 
4.0 80.0 1.0 2.0 0.0 
5.0 74.0 1.0 0.0 0.0 
4.0 74.0 2.0 1.0 2.0 
5.0 66.0 2.0 1.0 0.0 
4.0 49.0 1.0 2.0 0.0 
5.0 52.0 0.0 0.0 0.0 
5.0 60.0 1.0 2.0 0.0 
5.0 78.0 1.0 2.0 0.0 
5.0 72.0 3.0 2.0 0.0 
4.0 35.0 3.0 1.0 0.0 
4.0 52.0 0.0 2.0 0.0 
4.0 37.0 3.0 1.0 0.0 
5.0 42.0 1.0 0.0 0.0 
4.0 40.0 2.0 1.0 0.0 
4.0 62.0 3.0 1.0 0.0 
4.0 67.0 1.0 0.0 0.0 
4.0 61.0 0.0 2.0 0.0 
4.0 55.0 3.0 1.0 0.0 
5.0 62.0 1.0 2.0 1.0 
4.0 44.0 3.0 1.0 0.0 
4.0 69.0 0.0 1.0 0.0 
5.0 52.0 1.0 3.0 0.0 
4.0 24.0 3.0 1.0 1.0 
4.0 49.0 3.0 1.0 0.0 
5.0 76.0 1.0 0.0 0.0 
5.0 75.0 1.0 2.0 0.0 
5.0 67.0 1.0 3.0 0.0 
5.0 55.0 1.0 2.0 0.0 
4.0 35.0 3.0 1.0 0.0 
4.0 66.0 1.0 3.0 0.0 
3.0 49.0 1.0 2.0 0.0 
4.0 35.0 2.0 1.0 1.0 
5.0 80.0 1.0 2.0 0.0 
5.0 42.0 1.0 0.0 0.0 
4.0 66.0 2.0 1.0 0.0 
5.0 66.0 1.0 3.0 0.0 
5.0 79.0 2.0 2.0 0.0 
5.0 70.0 1.0 3.0 0.0 
4.0 41.0 3.0 1.0 0.0 
5.0 54.0 1.0 0.0 0.0 
4.0 61.0 1.0 1.0 0.0 
5.0 46.0 1.0 3.0 0.0 
4.0 58.0 2.0 1.0 0.0 
4.0 44.0 1.0 2.0 0.0 
4.0 49.0 1.0 2.0 0.0 
4.0 70.0 1.0 2.0 0.0 
5.0 67.0 1.0 0.0 0.0 
4.0 37.0 3.0 1.0 1.0 
5.0 67.0 1.0 0.0 0.0 
5.0 53.0 1.0 0.0 0.0 
5.0 59.0 1.0 2.0 1.0 
4.0 46.0 0.0 1.0 0.0 
5.0 59.0 1.0 0.0 0.0 
5.0 51.0 1.0 2.0 1.0 
4.0 40.0 3.0 1.0 0.0 
4.0 53.0 0.0 2.0 0.0 
4.0 55.0 0.0 2.0 0.0 
4.0 38.0 3.0 3.0 0.0 
5.0 67.0 0.0 2.0 1.0 
5.0 58.0 1.0 2.0 0.0 
5.0 46.0 1.0 3.0 0.0 
5.0 59.0 1.0 2.0 0.0 
4.0 53.0 2.0 1.0 0.0 
5.0 44.0 0.0 2.0 0.0 
4.0 31.0 2.0 1.0 0.0 
4.0 47.0 3.0 1.0 0.0 
4.0 63.0 3.0 1.0 0.0 
5.0 44.0 1.0 0.0 0.0 
5.0 68.0 1.0 2.0 0.0 
4.0 46.0 2.0 1.0 0.0 
4.0 67.0 1.0 0.0 0.0 
5.0 52.0 1.0 0.0 0.0 
4.0 32.0 3.0 1.0 0.0 
5.0 71.0 3.0 2.0 0.0 
5.0 49.0 1.0 2.0 0.0 
5.0 63.0 1.0 2.0 0.0 
4.0 38.0 3.0 3.0 0.0 
4.0 29.0 2.0 1.0 0.0 
4.0 57.0 3.0 0.0 0.0 
5.0 52.0 1.0 3.0 0.0 
4.0 57.0 0.0 3.0 0.0 
3.0 46.0 0.0 2.0 0.0 
4.0 37.0 3.0 3.0 0.0 
4.0 44.0 3.0 1.0 0.0 
5.0 45.0 1.0 4.0 0.0 
4.0 59.0 3.0 2.0 0.0 
5.0 42.0 1.0 2.0 0.0 
5.0 54.0 1.0 2.0 0.0 
4.0 49.0 1.0 2.0 0.0 
4.0 59.0 2.0 1.0 0.0 
5.0 59.0 1.0 2.0 1.0 
4.0 45.0 2.0 4.0 0.0 
4.0 61.0 3.0 3.0 0.0 
4.0 23.0 3.0 1.0 0.0 
5.0 58.0 1.0 0.0 0.0 
4.0 50.0 2.0 1.0 0.0 
5.0 63.0 1.0 2.0 0.0 
5.0 75.0 1.0 0.0 0.0 
4.0 42.0 3.0 1.0 0.0 
4.0 56.0 1.0 2.0 0.0 
4.0 45.0 3.0 4.0 0.0 
4.0 32.0 1.0 3.0 0.0 
5.0 55.0 1.0 3.0 0.0 
4.0 64.0 1.0 2.0 0.0 
5.0 52.0 1.0 3.0 0.0 
4.0 57.0 3.0 1.0 1.0 
4.0 41.0 3.0 1.0 0.0 
4.0 46.0 3.0 1.0 0.0 
5.0 72.0 1.0 4.0 0.0 
4.0 40.0 0.0 2.0 0.0 
4.0 53.0 1.0 2.0 0.0 
5.0 73.0 1.0 0.0 0.0 
4.0 51.0 2.0 1.0 0.0 
3.0 27.0 3.0 1.0 0.0 
4.0 39.0 2.0 1.0 0.0 
4.0 72.0 2.0 3.0 0.0 
4.0 33.0 2.0 1.0 0.0 
4.0 19.0 2.0 1.0 0.0 
4.0 24.0 2.0 1.0 0.0 
4.0 25.0 3.0 1.0 0.0 
4.0 50.0 2.0 1.0 0.0 
4.0 53.0 3.0 1.0 0.0 
4.0 73.0 0.0 1.0 1.0 
4.0 47.0 3.0 1.0 0.0 
4.0 71.0 1.0 4.0 0.0 
4.0 58.0 1.0 0.0 0.0 
5.0 61.0 1.0 0.0 0.0 
4.0 46.0 2.0 1.0 2.0 
4.0 34.0 2.0 1.0 0.0 
4.0 62.0 0.0 1.0 0.0 
5.0 53.0 1.0 0.0 0.0 
5.0 71.0 1.0 0.0 0.0 
4.0 31.0 3.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
4.0 54.0 3.0 1.0 0.0 
5.0 49.0 1.0 2.0 0.0 
4.0 77.0 1.0 0.0 0.0 
5.0 80.0 1.0 2.0 0.0 
3.0 52.0 0.0 2.0 0.0 
5.0 76.0 2.0 2.0 0.0 
4.0 46.0 2.0 1.0 0.0 
4.0 39.0 2.0 3.0 0.0 
5.0 80.0 1.0 3.0 0.0 
5.0 61.0 3.0 2.0 0.0 
4.0 45.0 2.0 1.0 0.0 
4.0 45.0 3.0 1.0 0.0 
4.0 63.0 1.0 2.0 0.0 
5.0 74.0 1.0 2.0 0.0 
5.0 72.0 0.0 4.0 0.0 
4.0 70.0 1.0 4.0 1.0 
4.0 51.0 1.0 0.0 0.0 
4.0 65.0 3.0 3.0 1.0 
4.0 49.0 2.0 1.0 0.0 
4.0 67.0 2.0 1.0 0.0 
4.0 57.0 1.0 2.0 0.0 
5.0 59.0 3.0 1.0 0.0 
4.0 66.0 0.0 3.0 0.0 
4.0 47.0 3.0 1.0 1.0 
5.0 61.0 1.0 0.0 0.0 
5.0 62.0 1.0 0.0 0.0 
5.0 67.0 1.0 2.0 0.0 
5.0 70.0 1.0 2.0 0.0 
5.0 47.0 1.0 0.0 0.0 
4.0 26.0 2.0 1.0 0.0 
5.0 74.0 1.0 2.0 0.0 
4.0 61.0 2.0 1.0 0.0 
4.0 39.0 1.0 2.0 0.0 
4.0 54.0 3.0 2.0 0.0 
4.0 42.0 0.0 2.0 1.0 
4.0 61.0 0.0 2.0 0.0 
4.0 30.0 2.0 1.0 0.0 
4.0 55.0 3.0 1.0 1.0 
4.0 69.0 3.0 1.0 0.0 
4.0 59.0 1.0 2.0 0.0 
5.0 67.0 0.0 0.0 0.0 
4.0 56.0 3.0 2.0 0.0 
4.0 53.0 3.0 1.0 0.0 
4.0 72.0 1.0 2.0 0.0 
5.0 79.0 2.0 2.0 0.0 
5.0 51.0 1.0 2.0 0.0 
4.0 62.0 1.0 2.0 0.0 
4.0 46.0 1.0 2.0 0.0 
5.0 61.0 2.0 1.0 0.0 
5.0 58.0 0.0 2.0 0.0 
5.0 78.0 1.0 2.0 0.0 
4.0 67.0 1.0 2.0 0.0 
5.0 47.0 1.0 0.0 0.0 
5.0 47.0 1.0 0.0 0.0 
5.0 71.0 1.0 2.0 0.0 
5.0 69.0 1.0 3.0 0.0 
4.0 43.0 3.0 1.0 0.0 
4.0 60.0 1.0 3.0 0.0 
4.0 50.0 0.0 3.0 0.0 
4.0 39.0 3.0 3.0 0.0 
5.0 59.0 2.0 0.0 0.0 
5.0 76.0 1.0 0.0 0.0 
4.0 49.0 2.0 1.0 0.0 
4.0 55.0 2.0 1.0 0.0 
5.0 64.0 1.0 0.0 0.0 
4.0 54.0 2.0 1.0 0.0 
4.0 62.0 0.0 3.0 0.0 
4.0 44.0 3.0 1.0 0.0 
4.0 73.0 3.0 1.0 1.0 
4.0 42.0 3.0 1.0 0.0 
5.0 50.0 1.0 3.0 0.0 
4.0 47.0 1.0 2.0 0.0 
4.0 55.0 2.0 1.0 0.0 
5.0 67.0 1.0 2.0 0.0 
4.0 59.0 3.0 1.0 0.0 
5.0 65.0 1.0 0.0 0.0 
4.0 53.0 2.0 1.0 0.0 
5.0 55.0 1.0 0.0 0.0 
5.0 66.0 1.0 0.0 0.0 
5.0 68.0 1.0 0.0 0.0 
5.0 54.0 1.0 2.0 0.0 
4.0 49.0 2.0 1.0 0.0 
4.0 41.0 2.0 1.0 0.0 
4.0 63.0 2.0 2.0 0.0 
4.0 36.0 2.0 1.0 0.0 
4.0 68.0 1.0 0.0 0.0 
4.0 57.0 2.0 1.0 0.0 
5.0 64.0 0.0 3.0 0.0 
5.0 56.0 3.0 3.0 0.0 
5.0 57.0 3.0 2.0 0.0 
4.0 42.0 2.0 1.0 0.0 
4.0 24.0 3.0 1.0 0.0 
4.0 60.0 2.0 1.0 0.0 
4.0 50.0 2.0 1.0 0.0 
4.0 79.0 1.0 2.0 0.0 
4.0 57.0 3.0 1.0 0.0 
5.0 55.0 1.0 0.0 0.0 
4.0 53.0 2.0 1.0 0.0 
4.0 71.0 3.0 1.0 0.0 
4.0 65.0 0.0 3.0 0.0 
5.0 57.0 2.0 0.0 0.0 
3.0 21.0 2.0 1.0 0.0 
4.0 45.0 3.0 1.0 0.0 
4.0 39.0 2.0 3.0 0.0 
5.0 76.0 1.0 4.0 0.0 
5.0 64.0 1.0 3.0 0.0 
4.0 43.0 2.0 1.0 0.0 
5.0 44.0 1.0 2.0 1.0 
5.0 79.0 1.0 2.0 0.0 
4.0 19.0 2.0 1.0 0.0 
4.0 59.0 3.0 1.0 0.0 
5.0 52.0 1.0 0.0 0.0 
4.0 22.0 3.0 1.0 0.0 
5.0 57.0 1.0 3.0 0.0 
5.0 40.0 1.0 2.0 0.0 
4.0 74.0 0.0 1.0 0.0 
4.0 59.0 1.0 0.0 0.0 
5.0 59.0 1.0 0.0 0.0 
4.0 21.0 3.0 1.0 0.0 
4.0 50.0 3.0 1.0 0.0 
4.0 68.0 1.0 2.0 0.0 
4.0 58.0 3.0 1.0 0.0 
4.0 33.0 1.0 2.0 0.0 
4.0 40.0 3.0 2.0 1.0 
4.0 59.0 2.0 1.0 0.0 
4.0 62.0 3.0 2.0 0.0 
4.0 20.0 2.0 1.0 0.0 
4.0 66.0 2.0 1.0 0.0 
4.0 21.0 2.0 1.0 0.0 
4.0 65.0 3.0 1.0 0.0 
4.0 55.0 1.0 2.0 0.0 
4.0 44.0 2.0 2.0 0.0 
5.0 81.0 0.0 2.0 0.0 
4.0 63.0 2.0 1.0 0.0 
5.0 77.0 0.0 3.0 0.0 
4.0 35.0 1.0 2.0 0.0 
5.0 79.0 1.0 3.0 0.0 
4.0 65.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
5.0 43.0 1.0 0.0 0.0 
4.0 59.0 0.0 2.0 0.0 
5.0 65.0 1.0 2.0 0.0 
5.0 68.0 1.0 3.0 0.0 
4.0 63.0 1.0 2.0 0.0 
4.0 65.0 3.0 2.0 0.0 
4.0 57.0 3.0 2.0 0.0 
4.0 54.0 1.0 2.0 0.0 
5.0 59.0 1.0 0.0 0.0 
4.0 28.0 1.0 2.0 0.0 
5.0 57.0 1.0 2.0 0.0 
6.0 51.0 1.0 2.0 0.0 
5.0 66.0 1.0 0.0 0.0 
4.0 64.0 2.0 1.0 0.0 
4.0 76.0 1.0 3.0 0.0 
4.0 67.0 3.0 2.0 0.0 
4.0 53.0 1.0 0.0 0.0 
4.0 52.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
5.0 73.0 1.0 2.0 0.0 
5.0 75.0 1.0 0.0 0.0 
4.0 51.0 1.0 3.0 0.0 
4.0 56.0 3.0 1.0 0.0 
4.0 38.0 3.0 1.0 1.0 
4.0 34.0 3.0 1.0 0.0 
4.0 54.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
4.0 46.0 3.0 1.0 0.0 
6.0 72.0 1.0 3.0 0.0 
4.0 60.0 2.0 3.0 0.0 
4.0 41.0 2.0 1.0 0.0 
4.0 64.0 3.0 2.0 0.0 
4.0 36.0 0.0 1.0 0.0 
5.0 63.0 1.0 3.0 0.0 
4.0 68.0 3.0 1.0 0.0 
5.0 69.0 3.0 2.0 0.0 
2.0 40.0 2.0 1.0 0.0 
5.0 59.0 1.0 3.0 0.0 
5.0 54.0 1.0 3.0 0.0 
4.0 40.0 3.0 1.0 0.0 
5.0 56.0 1.0 0.0 0.0 
3.0 43.0 3.0 1.0 0.0 
4.0 73.0 3.0 1.0 0.0 
4.0 38.0 1.0 1.0 0.0 
4.0 64.0 3.0 3.0 0.0 
4.0 57.0 1.0 3.0 0.0 
4.0 66.0 3.0 1.0 0.0 
4.0 31.0 2.0 1.0 0.0 
5.0 69.0 1.0 2.0 0.0 
4.0 56.0 1.0 2.0 0.0 
5.0 52.0 1.0 2.0 0.0 
5.0 52.0 1.0 2.0 0.0 
4.0 53.0 3.0 1.0 0.0 
4.0 36.0 2.0 1.0 0.0 
5.0 66.0 1.0 2.0 0.0 
4.0 44.0 3.0 1.0 1.0 
5.0 68.0 1.0 0.0 0.0 
4.0 50.0 1.0 3.0 0.0 
4.0 32.0 3.0 1.0 0.0 
5.0 78.0 1.0 2.0 0.0 
4.0 66.0 3.0 1.0 0.0 
4.0 48.0 2.0 1.0 0.0 
4.0 70.0 2.0 4.0 0.0 
4.0 50.0 1.0 0.0 0.0 
4.0 51.0 0.0 3.0 0.0 
4.0 35.0 2.0 1.0 0.0 
4.0 44.0 2.0 1.0 0.0 
4.0 43.0 2.0 1.0 0.0 
4.0 52.0 1.0 2.0 0.0 
4.0 46.0 2.0 0.0 1.0 
5.0 43.0 1.0 3.0 0.0 
4.0 37.0 3.0 1.0 1.0 
5.0 66.0 1.0 0.0 0.0 
4.0 60.0 3.0 1.0 0.0 
5.0 59.0 1.0 2.0 0.0 
4.0 46.0 3.0 1.0 1.0 
4.0 50.0 1.0 0.0 0.0 
4.0 56.0 1.0 0.0 0.0 
4.0 50.0 3.0 1.0 0.0 
4.0 50.0 1.0 2.0 0.0 
5.0 60.0 1.0 2.0 0.0 
5.0 71.0 1.0 3.0 0.0 
4.0 53.0 2.0 1.0 0.0 
4.0 66.0 1.0 2.0 0.0 
4.0 56.0 3.0 2.0 0.0 
4.0 42.0 3.0 1.0 0.0 
4.0 48.0 2.0 1.0 0.0 
4.0 21.0 3.0 1.0 0.0 
4.0 29.0 2.0 1.0 0.0 
4.0 58.0 2.0 1.0 0.0 
3.0 23.0 2.0 1.0 0.0 
5.0 71.0 1.0 0.0 0.0 
4.0 34.0 1.0 2.0 0.0 
4.0 59.0 3.0 1.0 0.0 
5.0 64.0 1.0 2.0 0.0 
4.0 54.0 3.0 2.0 0.0 
4.0 33.0 2.0 1.0 0.0 
5.0 62.0 1.0 0.0 0.0 
5.0 61.0 1.0 3.0 0.0 
4.0 71.0 2.0 1.0 0.0 
4.0 70.0 3.0 1.0 0.0 
4.0 67.0 1.0 2.0 0.0 
4.0 53.0 2.0 1.0 1.0 
4.0 64.0 2.0 1.0 0.0 
4.0 67.0 2.0 2.0 0.0 
5.0 65.0 0.0 2.0 0.0 
4.0 45.0 2.0 1.0 0.0 
3.0 33.0 2.0 1.0 0.0 
4.0 69.0 3.0 1.0 0.0 
4.0 30.0 2.0 1.0 0.0 
5.0 65.0 1.0 0.0 0.0 
4.0 60.0 3.0 1.0 1.0 
4.0 36.0 1.0 0.0 0.0 
4.0 58.0 3.0 1.0 1.0 
5.0 50.0 0.0 4.0 0.0 
5.0 57.0 1.0 2.0 1.0 
4.0 59.0 3.0 2.0 0.0 
4.0 56.0 3.0 1.0 0.0 
4.0 55.0 3.0 1.0 0.0 
4.0 72.0 0.0 3.0 0.0 
4.0 67.0 3.0 1.0 0.0 
5.0 58.0 1.0 0.0 0.0 
5.0 65.0 0.0 3.0 0.0 
5.0 67.0 1.0 3.0 0.0 
4.0 48.0 1.0 0.0 0.0 
4.0 42.0 2.0 1.0 0.0 
4.0 63.0 1.0 2.0 0.0 
4.0 65.0 3.0 1.0 0.0 
5.0 66.0 1.0 3.0 0.0 
4.0 66.0 1.0 0.0 0.0 
5.0 33.0 1.0 2.0 0.0 
4.0 57.0 3.0 1.0 0.0 
5.0 53.0 1.0 3.0 0.0 
4.0 64.0 1.0 0.0 0.0 
2.0 23.0 2.0 1.0 0.0 
4.0 35.0 3.0 2.0 0.0 
5.0 60.0 0.0 1.0 0.0 
5.0 67.0 1.0 0.0 0.0 
4.0 22.0 2.0 1.0 0.0 
4.0 63.0 2.0 1.0 0.0 
5.0 74.0 1.0 3.0 0.0 
4.0 46.0 2.0 1.0 0.0 
4.0 57.0 1.0 2.0 0.0 
5.0 63.0 1.0 2.0 0.0 
4.0 62.0 3.0 1.0 0.0 
4.0 22.0 2.0 1.0 0.0 
4.0 62.0 0.0 3.0 0.0 
4.0 65.0 0.0 3.0 0.0 
4.0 62.0 1.0 0.0 0.0 
4.0 51.0 2.0 1.0 0.0 
4.0 59.0 1.0 2.0 0.0 
4.0 68.0 1.0 2.0 0.0 
4.0 27.0 3.0 1.0 0.0 
4.0 48.0 1.0 2.0 0.0 
5.0 66.0 1.0 0.0 0.0 
4.0 27.0 2.0 1.0 0.0 
3.0 46.0 2.0 1.0 0.0 
4.0 64.0 2.0 1.0 0.0 
3.0 72.0 1.0 3.0 0.0 
6.0 71.0 1.0 2.0 0.0 
4.0 41.0 0.0 1.0 0.0 
4.0 59.0 3.0 1.0 0.0 
4.0 53.0 3.0 1.0 0.0 
4.0 45.0 0.0 1.0 0.0 
4.0 56.0 3.0 2.0 0.0 
5.0 46.0 1.0 0.0 0.0 
4.0 50.0 2.0 1.0 0.0 
5.0 70.0 2.0 2.0 0.0 
4.0 63.0 2.0 1.0 0.0 
4.0 62.0 0.0 3.0 0.0 
4.0 49.0 1.0 2.0 0.0 
Cluster # 2 
5.0 37.0 1.0 2.0 0.0 
5.0 36.0 1.0 3.0 0.0 
5.0 37.0 1.0 2.0 0.0 
Cluster # 3 
4.0 88.0 1.0 2.0 0.0 
5.0 86.0 0.0 2.0 0.0 
5.0 86.0 1.0 2.0 0.0 
5.0 85.0 1.0 2.0 0.0 
5.0 85.0 1.0 2.0 0.0 
5.0 85.0 1.0 3.0 0.0 
5.0 87.0 1.0 2.0 0.0 
5.0 86.0 1.0 3.0 0.0 
5.0 87.0 1.0 2.0 0.0 
Cluster # 4 
5.0 86.0 1.0 0.0 0.0 
5.0 85.0 0.0 0.0 0.0 
5.0 83.0 1.0 0.0 0.0 
5.0 84.0 1.0 0.0 0.0 
5.0 87.0 1.0 0.0 0.0 
5.0 84.0 1.0 0.0 0.0 
5.0 87.0 1.0 0.0 0.0 
5.0 87.0 1.0 0.0 0.0 
Cluster # 5 
5.0 80.0 0.0 0.0 0.0 
6.0 80.0 1.0 0.0 0.0 
5.0 80.0 1.0 0.0 0.0 
5.0 80.0 1.0 0.0 0.0 
Cluster # 6 
5.0 83.0 0.0 3.0 0.0 
5.0 83.0 1.0 2.0 0.0 
5.0 84.0 0.0 4.0 0.0 
5.0 83.0 1.0 2.0 0.0 
5.0 83.0 1.0 2.0 1.0 
Noise Tuples  
5.0 96.0 0.0 2.0 0.0 
2.0 76.0 2.0 1.0 1.0 
4.0 23.0 0.0 1.0 0.0 
4.0 41.0 1.0 3.0 1.0 
5.0 40.0 1.0 1.0 2.0 
4.0 70.0 2.0 1.0 2.0 
5.0 71.0 1.0 2.0 3.0 
5.0 86.0 3.0 1.0 0.0 
4.0 49.0 3.0 1.0 2.0 
4.0 41.0 3.0 4.0 0.0 
5.0 56.0 1.0 3.0 2.0 
3.0 51.0 2.0 1.0 3.0 
5.0 40.0 1.0 0.0 0.0 
4.0 44.0 1.0 1.0 2.0 
6.0 41.0 0.0 3.0 1.0 
3.0 21.0 0.0 1.0 0.0 
4.0 79.0 2.0 1.0 1.0 
2.0 49.0 3.0 1.0 1.0 
2.0 57.0 2.0 1.0 0.0 
5.0 57.0 1.0 2.0 3.0 
4.0 78.0 2.0 1.0 2.0 
5.0 76.0 3.0 0.0 0.0 
5.0 55.0 1.0 0.0 3.0 
4.0 57.0 1.0 2.0 3.0 
4.0 77.0 3.0 3.0 0.0 
0.0 69.0 1.0 0.0 0.0 
55.0 46.0 1.0 3.0 0.0 
4.0 41.0 3.0 4.0 0.0 
5.0 77.0 1.0 3.0 3.0 
5.0 53.0 0.0 2.0 3.0 
5.0 34.0 1.0 0.0 1.0 
4.0 49.0 3.0 4.0 0.0 
5.0 93.0 2.0 0.0 0.0 
4.0 27.0 0.0 1.0 0.0 
4.0 21.0 0.0 1.0 0.0 
0.0 71.0 1.0 2.0 0.0 
4.0 81.0 2.0 1.0 0.0 
5.0 31.0 1.0 2.0 1.0 
0.0 58.0 1.0 2.0 0.0 
5.0 67.0 3.0 2.0 2.0 
2.0 35.0 3.0 1.0 1.0 
4.0 19.0 0.0 1.0 0.0 
0.0 72.0 1.0 3.0 0.0 
3.0 51.0 3.0 2.0 0.0 
0.0 45.0 3.0 2.0 0.0 
6.0 41.0 3.0 1.0 0.0 
6.0 63.0 2.0 1.0 0.0 
Total Error is 140557.0
Relation: pima-indians-diabetes
File: pima-indians-diabetes
Number examples: 768
Number of attributes: 8
Alg: DB_Scan
Length of dataFile 8
Minimum number of points 3
Cluster # 1 
2.0 83.0 66.0 23.0 50.0 32.2 0.497 22.0 
2.0 100.0 66.0 20.0 90.0 32.9 0.867 28.0 
2.0 139.0 75.0 0.0 0.0 25.6 0.167 29.0 
1.0 103.0 30.0 38.0 83.0 43.3 0.183 33.0 
1.0 87.0 60.0 37.0 75.0 37.2 0.509 22.0 
5.0 121.0 72.0 23.0 112.0 26.2 0.245 30.0 
6.0 148.0 72.0 35.0 0.0 33.6 0.627 50.0 
3.0 111.0 62.0 0.0 0.0 22.6 0.142 21.0 
6.0 92.0 92.0 0.0 0.0 19.9 0.188 28.0 
4.0 136.0 70.0 0.0 0.0 31.2 1.182 22.0 
2.0 110.0 74.0 29.0 125.0 32.4 0.698 27.0 
